variant,motif,feature_idx,graph_id,graph_idx,num_edges,num_motif_edges,motif_ratio,gnn_auroc,sae_auroc,gnn_auprc,sae_auprc
jumprelu,in_single_input_module,345,4013,8,30,5,0.16666666666666666,0.484,0.608,0.25,0.32121212121212117
jumprelu,in_single_input_module,345,4014,9,29,3,0.10344827586206896,0.5641025641025641,0.46153846153846156,0.18393939393939393,0.18007662835249044
jumprelu,in_single_input_module,345,4015,10,18,3,0.16666666666666666,0.5,0.17777777777777776,0.16666666666666666,0.14141414141414144
jumprelu,in_single_input_module,345,4017,11,27,4,0.14814814814814814,0.5380434782608696,0.5,0.3912037037037037,0.14814814814814814
jumprelu,in_single_input_module,345,4018,12,22,4,0.18181818181818182,0.5,0.6875000000000001,0.18181818181818182,0.3475378787878788
jumprelu,in_single_input_module,345,4020,13,31,3,0.0967741935483871,0.38095238095238093,0.369047619047619,0.10104113329919781,0.09784946236559142
jumprelu,in_single_input_module,345,4021,14,33,3,0.09090909090909091,0.37777777777777777,0.5,0.09259259259259259,0.09090909090909091
jumprelu,in_single_input_module,345,4022,15,24,4,0.16666666666666666,0.61875,0.5625,0.45984848484848484,0.26666666666666666
jumprelu,in_single_input_module,345,4023,16,30,3,0.1,0.2222222222222222,0.49382716049382713,0.1,0.12286324786324787
jumprelu,in_single_input_module,345,4025,17,27,5,0.18518518518518517,0.5363636363636364,0.6272727272727273,0.37976190476190474,0.39121693121693124
jumprelu,in_single_input_module,345,4026,18,27,3,0.1111111111111111,0.3611111111111111,0.22916666666666666,0.1102971102971103,0.09368191721132897
