variant,motif,feature_idx,graph_id,graph_idx,num_edges,num_motif_edges,motif_ratio,gnn_auroc,sae_auroc,gnn_auprc,sae_auprc
jumprelu,in_single_input_module,345,4028,19,24,4,0.16666666666666666,0.4,0.5625,0.15625,0.21028971028971027
jumprelu,in_cascade,443,4000,0,25,11,0.44,0.3961038961038961,0.19480519480519481,0.41161848471445994,0.31920035666869323
jumprelu,in_cascade,443,4001,1,29,8,0.27586206896551724,0.6785714285714285,0.30952380952380953,0.5645247754274123,0.21995200797710387
jumprelu,in_cascade,443,4002,2,31,4,0.12903225806451613,0.6203703703703705,0.6018518518518519,0.18657078215901746,0.24262820512820513
jumprelu,in_cascade,443,4003,3,26,7,0.2692307692307692,0.4398496240601504,0.5037593984962406,0.2613894975239513,0.34034013605442176
jumprelu,in_cascade,443,4004,4,19,7,0.3684210526315789,0.5595238095238095,0.5833333333333333,0.48433583959899745,0.46008812615955474
jumprelu,in_cascade,443,4005,5,28,9,0.32142857142857145,0.368421052631579,0.4210526315789474,0.2924729537773016,0.3796259968126976
jumprelu,in_cascade,443,4006,6,24,13,0.5416666666666666,0.43006993006993016,0.458041958041958,0.5819735819735818,0.6357285876516645
jumprelu,in_cascade,443,4007,7,22,10,0.45454545454545453,0.5,0.22499999999999998,0.45454545454545453,0.3433129452247099
jumprelu,in_cascade,443,4008,8,21,14,0.6666666666666666,0.6632653061224489,0.47959183673469385,0.7542364381650096,0.7453294954345373
jumprelu,in_cascade,443,4009,9,24,15,0.625,0.5259259259259259,0.5925925925925926,0.7138070263070262,0.7807252127904302
jumprelu,in_cascade,443,4011,10,28,6,0.21428571428571427,0.1818181818181818,0.23484848484848483,0.15590549801076117,0.16520541549953316
jumprelu,in_cascade,443,4012,11,22,11,0.5,0.3553719008264463,0.40495867768595045,0.5192957369427957,0.4569603376421558
jumprelu,in_cascade,443,4013,12,30,11,0.36666666666666664,0.36363636363636365,0.29186602870813394,0.3867415412869958,0.35394421777114404
jumprelu,in_cascade,443,4014,13,29,12,0.41379310344827586,0.49019607843137253,0.35784313725490197,0.4197890958020269,0.3474168294343733
jumprelu,in_cascade,443,4015,14,18,3,0.16666666666666666,0.15555555555555556,0.5333333333333333,0.1388888888888889,0.2222222222222222
jumprelu,in_cascade,443,4016,15,25,9,0.36,0.4444444444444444,0.5208333333333334,0.3799891141996405,0.38848788087918523
jumprelu,in_cascade,443,4017,16,27,11,0.4074074074074074,0.65625,0.45738636363636365,0.602312373702748,0.4399922732613416
jumprelu,in_cascade,443,4019,17,22,15,0.6818181818181818,0.23809523809523808,0.48095238095238096,0.5722064972064972,0.6979339396986455
jumprelu,in_cascade,443,4020,18,31,6,0.1935483870967742,0.4,0.30666666666666664,0.17374309021168105,0.16093958414592452
jumprelu,in_cascade,443,4021,19,33,7,0.21212121212121213,0.6483516483516483,0.5,0.35327380952380955,0.2367545119084528
topk,in_feedback_loop,52,4000,0,25,8,0.32,0.7058823529411764,0.6139705882352942,0.6575396825396825,0.48333333333333334
topk,in_feedback_loop,52,4001,1,29,10,0.3448275862068966,0.5736842105263158,0.6815789473684211,0.3773867208306568,0.6023618313023938
topk,in_feedback_loop,52,4002,2,31,18,0.5806451612903226,0.8076923076923077,0.6602564102564102,0.8608592741411201,0.6824210599394528
topk,in_feedback_loop,52,4003,3,26,10,0.38461538461538464,0.625,0.45,0.5861639392599144,0.4358974358974359
topk,in_feedback_loop,52,4004,4,19,2,0.10526315789473684,0.8235294117647058,0.8823529411764706,0.625,0.45
topk,in_feedback_loop,52,4005,5,28,10,0.35714285714285715,0.5333333333333333,0.5944444444444446,0.39087899029075496,0.47200845722904544
topk,in_feedback_loop,52,4006,6,24,4,0.16666666666666666,0.875,0.35,0.7048611111111112,0.15625
topk,in_feedback_loop,52,4007,7,22,6,0.2727272727272727,0.5104166666666666,0.5,0.3353084415584416,0.2727272727272727
topk,in_feedback_loop,52,4008,8,21,2,0.09523809523809523,0.6578947368421053,0.5,0.19090909090909092,0.09523809523809523
topk,in_feedback_loop,52,4009,9,24,2,0.08333333333333333,0.25,0.5795454545454546,0.08095238095238094,0.20833333333333331
topk,in_feedback_loop,52,4010,10,26,12,0.46153846153846156,0.3928571428571429,0.5595238095238095,0.4920570657412763,0.6150113775113776
topk,in_feedback_loop,52,4011,11,28,14,0.5,0.5102040816326531,0.6760204081632653,0.5778987121164255,0.6868015154779861
topk,in_feedback_loop,52,4012,12,22,8,0.36363636363636365,0.7589285714285714,0.5,0.5945172882672883,0.36363636363636365
topk,in_feedback_loop,52,4013,13,30,12,0.4,0.4629629629629629,0.5740740740740741,0.4580978888576928,0.5113371990210226
topk,in_feedback_loop,52,4014,14,29,10,0.3448275862068966,0.46842105263157896,0.531578947368421,0.5045509404388714,0.41406759906759905
