feature_idx,rpb,rpb_abs,pval
4,,,
6,,,
8,,,
9,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
26,,,
28,,,
30,,,
32,,,
35,,,
36,,,
40,,,
42,,,
43,,,
46,,,
47,,,
50,,,
52,,,
53,,,
55,,,
57,,,
59,,,
64,,,
65,,,
66,,,
69,,,
70,,,
74,,,
75,,,
76,,,
80,,,
81,,,
84,,,
85,,,
87,,,
89,,,
90,,,
92,,,
94,,,
98,,,
99,,,
100,,,
104,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
114,,,
115,,,
119,,,
122,,,
127,,,
128,,,
129,,,
131,,,
133,,,
134,,,
135,,,
136,,,
137,,,
139,,,
140,,,
141,,,
143,,,
144,,,
146,,,
147,,,
150,,,
151,,,
152,,,
153,,,
155,,,
157,,,
159,,,
161,,,
164,,,
166,,,
167,,,
168,,,
171,,,
172,,,
177,,,
178,,,
179,,,
181,,,
183,,,
189,,,
190,,,
191,,,
194,,,
195,,,
197,,,
198,,,
199,,,
201,,,
203,,,
204,,,
205,,,
207,,,
208,,,
209,,,
211,,,
212,,,
214,,,
215,,,
217,,,
219,,,
220,,,
225,,,
226,,,
227,,,
229,,,
230,,,
231,,,
232,,,
236,,,
237,,,
240,,,
241,,,
242,,,
246,,,
250,,,
252,,,
253,,,
255,,,
257,,,
258,,,
259,,,
262,,,
263,,,
265,,,
266,,,
271,,,
276,,,
280,,,
282,,,
290,,,
292,,,
294,,,
295,,,
296,,,
297,,,
298,,,
299,,,
300,,,
302,,,
303,,,
304,,,
306,,,
307,,,
308,,,
309,,,
310,,,
311,,,
313,,,
314,,,
315,,,
318,,,
319,,,
321,,,
323,,,
326,,,
329,,,
330,,,
335,,,
342,,,
348,,,
349,,,
351,,,
352,,,
353,,,
354,,,
355,,,
357,,,
362,,,
365,,,
368,,,
369,,,
370,,,
371,,,
373,,,
374,,,
377,,,
382,,,
384,,,
385,,,
389,,,
391,,,
392,,,
394,,,
396,,,
397,,,
399,,,
401,,,
404,,,
406,,,
407,,,
408,,,
411,,,
417,,,
419,,,
420,,,
421,,,
422,,,
424,,,
427,,,
432,,,
433,,,
435,,,
436,,,
439,,,
440,,,
441,,,
442,,,
443,,,
444,,,
446,,,
448,,,
451,,,
456,,,
459,,,
462,,,
463,,,
464,,,
465,,,
466,,,
467,,,
468,,,
472,,,
473,,,
475,,,
476,,,
477,,,
480,,,
481,,,
483,,,
486,,,
491,,,
494,,,
495,,,
497,,,
499,,,
500,,,
501,,,
503,,,
506,,,
508,,,
509,,,
