,feature,motif,rpb,pval,rpb_abs,rpb_partial,pval_partial,rpb_partial_abs,variant,latent_dim,k,sparsity_coef,threshold_init,bandwidth,num_experts,latent_per_expert,k_per_expert,p_empirical,p_fdr,significant_fdr
1304,z175,in_single_input_module,-0.1169643779018796,1.1654944635407218e-13,0.1169643779018796,-0.11166293383056905,1.419511358570047e-12,0.11166293383056905,topk,512.0,16.0,,,,,,,1.1654944635407218e-13,1.1654944635407218e-13,True
1305,z189,in_single_input_module,-0.16238631236593715,4.859967496630685e-25,0.16238631236593715,-0.15526009137131186,5.269940627512708e-23,0.15526009137131186,topk,512.0,16.0,,,,,,,4.859967496630685e-25,4.859967496630685e-25,True
1306,z200,in_single_input_module,-0.11945988211022854,3.452827971558298e-14,0.11945988211022854,-0.11604800235556992,1.8102378759708392e-13,0.11604800235556992,topk,512.0,16.0,,,,,,,3.452827971558298e-14,3.452827971558298e-14,True
1307,z203,in_single_input_module,-0.12351345741378987,4.531792051166587e-15,0.12351345741378987,-0.1115486691445142,1.4961976112210522e-12,0.1115486691445142,topk,512.0,16.0,,,,,,,4.531792051166587e-15,4.531792051166587e-15,True
1308,z209,in_single_input_module,-0.12079101878819526,1.7857041767490832e-14,0.12079101878819526,-0.11783637588234022,7.64111974459266e-14,0.11783637588234022,topk,512.0,16.0,,,,,,,1.7857041767490832e-14,1.7857041767490832e-14,True
1309,z231,in_single_input_module,-0.11676167728287326,1.2851022275950932e-13,0.11676167728287326,-0.11144276044619125,1.5708958855096766e-12,0.11144276044619125,topk,512.0,16.0,,,,,,,1.2851022275950932e-13,1.2851022275950932e-13,True
1310,z241,in_single_input_module,-0.11666766820739252,1.3445903129061034e-13,0.11666766820739252,-0.11128488493464883,1.689082658740784e-12,0.11128488493464883,topk,512.0,16.0,,,,,,,1.3445903129061034e-13,1.3445903129061034e-13,True
1311,z263,in_single_input_module,-0.16742496065044557,1.5507971367092366e-26,0.16742496065044557,-0.16007173837173083,2.2803268563089493e-24,0.16007173837173083,topk,512.0,16.0,,,,,,,1.5507971367092366e-26,1.5507971367092366e-26,True
1312,z271,in_single_input_module,-0.17346100831726557,2.165931259173083e-28,0.17346100831726557,-0.16664697409009882,2.6586160864240247e-26,0.16664697409009882,topk,512.0,16.0,,,,,,,2.165931259173083e-28,2.165931259173083e-28,True
1313,z277,in_single_input_module,-0.11686804550058483,1.2209075060750809e-13,0.11686804550058483,-0.11156383070104747,1.4857931606983646e-12,0.11156383070104747,topk,512.0,16.0,,,,,,,1.2209075060750809e-13,1.2209075060750809e-13,True
1314,z298,in_single_input_module,-0.17294498637225963,3.1398043702738838e-28,0.17294498637225963,-0.16609761587584818,3.883986460877649e-26,0.16609761587584818,topk,512.0,16.0,,,,,,,3.1398043702738838e-28,3.1398043702738838e-28,True
1315,z306,in_single_input_module,-0.11651626601269856,1.446129090915267e-13,0.11651626601269856,-0.10727053040248677,1.0325012284257807e-11,0.10727053040248677,topk,512.0,16.0,,,,,,,1.446129090915267e-13,1.446129090915267e-13,True
1316,z316,in_single_input_module,-0.1196726152702336,3.1090120592931314e-14,0.1196726152702336,-0.10909301934986607,4.575862291115985e-12,0.10909301934986607,topk,512.0,16.0,,,,,,,3.1090120592931314e-14,3.1090120592931314e-14,True
1317,z324,in_single_input_module,-0.12109544782816853,1.5341696438704042e-14,0.12109544782816853,-0.11005328265689807,2.9641363466358838e-12,0.11005328265689807,topk,512.0,16.0,,,,,,,1.5341696438704042e-14,1.5341696438704042e-14,True
1318,z326,in_single_input_module,-0.008496057568199428,0.5911435522199084,0.008496057568199428,-0.009321330688105006,0.5556189562727111,0.009321330688105006,topk,512.0,16.0,,,,,,,0.5911435522199084,0.5911435522199084,False
1319,z339,in_single_input_module,-0.12210732086862211,9.236799997549955e-15,0.12210732086862211,-0.11070936592746966,2.1984674294370697e-12,0.11070936592746966,topk,512.0,16.0,,,,,,,9.236799997549955e-15,9.236799997549955e-15,True
1320,z358,in_single_input_module,-0.11684178793712009,1.2364551858629063e-13,0.11684178793712009,-0.11150812202387007,1.5243749724594114e-12,0.11150812202387007,topk,512.0,16.0,,,,,,,1.2364551858629063e-13,1.2364551858629063e-13,True
1321,z364,in_single_input_module,-0.16668924932247,2.5820455816241862e-26,0.16668924932247,-0.15937032757222813,3.6264332405782905e-24,0.15937032757222813,topk,512.0,16.0,,,,,,,2.5820455816241862e-26,2.5820455816241862e-26,True
1322,z398,in_single_input_module,-0.12034405787624672,2.2300595849520415e-14,0.12034405787624672,-0.10949801817629642,3.8118761396169615e-12,0.10949801817629642,topk,512.0,16.0,,,,,,,2.2300595849520415e-14,2.2300595849520415e-14,True
1323,z401,in_single_input_module,-0.11585760448642873,1.9828031592962145e-13,0.11585760448642873,-0.10686662510125985,1.2343052430187477e-11,0.10686662510125985,topk,512.0,16.0,,,,,,,1.9828031592962145e-13,1.9828031592962145e-13,True
1324,z405,in_single_input_module,-0.11681056282555005,1.2551975700226522e-13,0.11681056282555005,-0.10740805622426329,9.714624610717726e-12,0.10740805622426329,topk,512.0,16.0,,,,,,,1.2551975700226522e-13,1.2551975700226522e-13,True
1325,z414,in_single_input_module,-0.11193292221223784,1.253302897533919e-12,0.11193292221223784,-0.10562102219611429,2.1316334852177055e-11,0.10562102219611429,topk,512.0,16.0,,,,,,,1.253302897533919e-12,1.253302897533919e-12,True
