feature,feature_idx,motif,rpb,pval,rpb_abs,rpb_partial,pval_partial,rpb_partial_abs,p_empirical,p_fdr,significant_fdr
z101,101,in_cascade,-0.0251090836451485,0.11233341142271261,0.0251090836451485,0.0001093530256175701,0.994483525126416,0.0001093530256175701,0.994,0.999,False
z107,107,in_cascade,-0.029022923037749143,0.0664488530668845,0.029022923037749143,8.552532128540576e-05,0.9956855355183108,8.552532128540576e-05,0.997,0.999,False
z112,112,in_cascade,0.08018285812297521,3.818274365187336e-07,0.08018285812297521,-1.2170393671705193e-06,0.9999386041628654,1.2170393671705193e-06,1.0,,
z117,117,in_cascade,-0.062167948504038846,8.339670054305256e-05,0.062167948504038846,-1.4850080478659281e-05,0.999250859902999,1.4850080478659281e-05,1.0,,
z118,118,in_cascade,-0.042414942871263225,0.0072981261488310285,0.042414942871263225,-6.395299294830424e-06,0.9996773771216865,6.395299294830424e-06,1.0,,
z121,121,in_cascade,-0.02082805531003002,0.18783425893349034,0.02082805531003002,-2.7450685424763865e-05,0.9986151993000095,2.7450685424763865e-05,0.997,0.999,False
z122,122,in_cascade,-0.053936815520211435,0.000643270162122437,0.053936815520211435,0.00012207961319807802,0.9938415257012568,0.00012207961319807802,0.997,0.999,False
z125,125,in_cascade,-0.07058275364184985,7.887191328022577e-06,0.07058275364184985,0.00013809601738500737,0.9930335754569652,0.00013809601738500737,0.996,0.999,False
z126,126,in_cascade,0.04617302405840826,0.0034904027725455875,0.04617302405840826,0.00020456167935307447,0.9896807893843652,0.00020456167935307447,0.988,0.999,False
z129,129,in_cascade,-0.07082577291575574,7.337823415913605e-06,0.07082577291575574,7.102772773950536e-05,0.9964168848808806,7.102772773950536e-05,0.998,0.999,False
z131,131,in_cascade,-0.04284237408481121,0.006728584579755266,0.04284237408481121,8.090177181776723e-06,0.9995918758316941,8.090177181776723e-06,1.0,,
z132,132,in_cascade,-0.053452869560434595,0.0007195554789109616,0.053452869560434595,-7.621508010786839e-05,0.99615520198078,7.621508010786839e-05,0.998,0.999,False
z134,134,in_cascade,0.07135265598893539,6.269650701428091e-06,0.07135265598893539,1.0154693694730196e-06,0.9999487727400364,1.0154693694730196e-06,1.0,,
z136,136,in_cascade,-0.04966745683634524,0.0016768157374131695,0.04966745683634524,-6.855505858240594e-05,0.9965416221075915,6.855505858240594e-05,0.999,0.999,False
z154,154,in_cascade,-0.0793184094051449,5.090135528517492e-07,0.0793184094051449,-7.426810958597457e-05,0.9962534194552937,7.426810958597457e-05,0.997,0.999,False
z169,169,in_cascade,-0.060834130222597635,0.00011818945623959968,0.060834130222597635,5.274970501106639e-05,0.9973389469667724,5.274970501106639e-05,0.999,0.999,False
z173,173,in_cascade,-0.032230960501070244,0.04151420672454626,0.032230960501070244,1.2166308539382498e-05,0.9993862477706774,1.2166308539382498e-05,0.998,0.999,False
z178,178,in_cascade,-0.03788728775918648,0.016560901942023847,0.03788728775918648,-2.7343213114755863e-05,0.9986206209344506,2.7343213114755863e-05,0.999,0.999,False
z182,182,in_cascade,-0.043161408073103036,0.006329856367510377,0.043161408073103036,-0.00011414833632684973,0.9942416227060532,0.00011414833632684973,0.995,0.999,False
z187,187,in_cascade,-0.09358317754986492,3.0314365637279355e-09,0.09358317754986492,6.151000120656249e-05,0.9968970202556625,6.151000120656249e-05,0.993,0.999,False
z188,188,in_cascade,0.09993274750572897,2.3859547268435873e-10,0.09993274750572897,1.3873316725664109e-05,0.9993001345651478,1.3873316725664109e-05,0.999,0.999,False
z192,192,in_cascade,-0.015014061163491178,0.3424531435077981,0.015014061163491178,-1.774894212841667e-05,0.9991046214591174,1.774894212841667e-05,1.0,,
z195,195,in_cascade,0.07067188387974964,7.681289436270102e-06,0.07067188387974964,-5.444413041049562e-06,0.9997253463617201,5.444413041049562e-06,1.0,,
z201,201,in_cascade,-0.044982899063484634,0.004433904658475666,0.044982899063484634,-6.815899488575063e-05,0.996561602098281,6.815899488575063e-05,1.0,,
z204,204,in_cascade,-0.06959557984588502,1.0550239011995778e-05,0.06959557984588502,-6.192603879246524e-05,0.9968760326178039,6.192603879246524e-05,0.999,0.999,False
z207,207,in_cascade,-0.05203515114138102,0.0009940912570798072,0.05203515114138102,7.076946547061782e-05,0.9964299132753585,7.076946547061782e-05,0.995,0.999,False
z212,212,in_cascade,-0.0921306508628498,5.300546098560646e-09,0.0921306508628498,-7.358727829275945e-05,0.9962877648938465,7.358727829275945e-05,0.997,0.999,False
z217,217,in_cascade,-0.05559219461612143,0.0004355002657742426,0.05559219461612143,-5.790149425895057e-05,0.9970790568706086,5.790149425895057e-05,0.999,0.999,False
z224,224,in_cascade,0.10248628519559402,8.199803321761333e-11,0.10248628519559402,5.367413226944895e-06,0.999729230761766,5.367413226944895e-06,1.0,,
z225,225,in_cascade,-0.0494562222911626,0.0017550790549417604,0.0494562222911626,4.673459444853433e-05,0.9976423890171218,4.673459444853433e-05,0.998,0.999,False
z235,235,in_cascade,-0.058565549470732545,0.00021053004138500993,0.058565549470732545,2.628807543846338e-05,0.9986738492602256,2.628807543846338e-05,0.999,0.999,False
z237,237,in_cascade,-0.053319892806795624,0.0007419425664541304,0.053319892806795624,4.282959923919427e-05,0.9978393830465343,4.282959923919427e-05,0.999,0.999,False
z239,239,in_cascade,-0.01891575681040276,0.23166901016813482,0.01891575681040276,-2.4170455109240666e-05,0.9987806764599498,2.4170455109240666e-05,0.998,0.999,False
z244,244,in_cascade,-0.08395562948945023,1.0517352354438844e-07,0.08395562948945023,-4.284149657798105e-05,0.997838782865124,4.284149657798105e-05,0.999,0.999,False
z252,252,in_cascade,-0.02324462499394688,0.14160014368887877,0.02324462499394688,2.6543890110884705e-06,0.9998660943604456,2.6543890110884705e-06,1.0,,
