feature,feature_idx,motif,rpb,pval,rpb_abs,p_empirical,p_fdr,significant_fdr
z226,226,in_cascade,-0.02220167860426797,0.16035112806932283,0.02220167860426797,0.264,0.32350109409190375,False
z227,227,in_cascade,-0.044669357405658,0.004718248672196168,0.044669357405658,0.003,0.005863874345549739,True
z228,228,in_cascade,0.05752198350903845,0.0002727582479447972,0.05752198350903845,0.001,0.0021538461538461538,True
z230,230,in_cascade,-0.038868778421939275,0.013954285282206404,0.038868778421939275,0.011,0.018983050847457623,True
z231,231,in_cascade,-0.037508209801047965,0.017676735748951653,0.037508209801047965,0.024,0.03873198847262248,True
z232,232,in_cascade,-0.03015969734950213,0.05648117779639663,0.03015969734950213,0.052,0.07633027522935779,False
z233,233,in_cascade,-0.06867430689415208,1.3793698546653966e-05,0.06867430689415208,0.0,0.0,True
z237,237,in_cascade,-0.024829599578516798,0.11638882510647357,0.024829599578516798,0.182,0.23429885057471264,False
z238,238,in_cascade,-0.026801952490918032,0.0900983840469842,0.026801952490918032,0.088,0.12304619225967539,False
z240,240,in_cascade,-0.01116353539293586,0.4802843512599737,0.01116353539293586,0.639,0.6738983050847458,False
z241,241,in_cascade,-0.06018401567353949,0.0001397364698527064,0.06018401567353949,0.0,0.0,True
z242,242,in_cascade,-0.03591864088092137,0.023103589950104975,0.03591864088092137,0.019,0.031294117647058826,True
z243,243,in_cascade,-0.038290319035286846,0.015442844410634891,0.038290319035286846,0.017,0.028291233283803868,True
z247,247,in_cascade,-0.03112124564990472,0.04905171091873908,0.03112124564990472,0.036,0.05576763485477178,False
z251,251,in_cascade,-0.04510990389846963,0.004323213058329346,0.04510990389846963,0.004,0.0075803722504230115,True
z253,253,in_cascade,-0.04927470448936803,0.0018249993722518009,0.04927470448936803,0.004,0.0075803722504230115,True
z254,254,in_cascade,-0.04936790617984178,0.0017887848183407017,0.04936790617984178,0.003,0.005863874345549739,True
z256,256,in_cascade,0.04424159548377621,0.005132786980253394,0.04424159548377621,0.04,0.06095238095238095,False
z258,258,in_cascade,-0.023176999453359964,0.1427625078753019,0.023176999453359964,0.15,0.19811320754716982,False
z259,259,in_cascade,-0.008113192253338801,0.6079713268182965,0.008113192253338801,0.6,0.6418338108882521,False
z260,260,in_cascade,-0.04463411232328081,0.004751222184275787,0.04463411232328081,0.002,0.004072727272727273,True
z263,263,in_cascade,-0.023727548893826507,0.13350974484471043,0.023727548893826507,0.18,0.2325259515570934,False
z264,264,in_cascade,-0.03097008730460773,0.05016224005567968,0.03097008730460773,0.064,0.09166240409207162,False
z266,266,in_cascade,-0.06253719645432805,7.563135216763659e-05,0.06253719645432805,0.001,0.0021538461538461538,True
z267,267,in_cascade,-0.04377411629253618,0.005623206178790531,0.04377411629253618,0.003,0.005863874345549739,True
z269,269,in_cascade,0.031626730190072276,0.045486747154805565,0.031626730190072276,0.038,0.058301369863013694,False
z272,272,in_cascade,0.060016122511147976,0.0001458740744016076,0.060016122511147976,0.001,0.0021538461538461538,True
z277,277,in_cascade,-0.019019004713179265,0.22913103542438853,0.019019004713179265,0.232,0.2893541202672606,False
z281,281,in_cascade,-0.05157619045755905,0.00110194026408841,0.05157619045755905,0.0,0.0,True
